fpr,tpr
0.0,0.0
0.0,0.5179457971427215
0.0,0.6285822772794153
0.0,0.6551711044662775
0.0,0.6759884190042242
0.0,0.6875978926384736
0.0,0.6975176800037971
0.0,0.7033461483696426
0.0,0.7066780578100527
0.0,0.7161991551568655
0.0,0.7192842564905786
0.0,0.7219611751862927
0.0,0.7249798281835873
0.0,0.7273529830556742
0.0,0.7297071526887845
0.0,0.7315961839669657
0.0,0.7331624661825431
0.0,0.7344724476719351
0.0,0.7354312022402582
0.0,0.7364943756229532
0.0,0.737282263040486
0.0,0.7381745692723907
0.0,0.7390099197873653
0.0,0.7397598367269448
0.0,0.7404243200911291
0.0,0.7443447719398167
0.0,0.7451231667378613
0.0,0.7458540984384641
0.0,0.7465565522806018
0.0,0.7509326498647302
0.0,0.7553372253073235
0.0,0.7590203616688025
0.0,0.7613650386824244
0.0,0.7637951492714414
0.0,0.7660733779486449
0.0,0.7677156011201292
0.0,0.7694907209644501
0.0,0.7712848260477478
0.0,0.7727277042099767
0.0,0.7770658313161517
0.0,0.7781669751768
0.0,0.7792965968959135
0.0,0.7804072333760501
0.0,0.7813944658028383
0.0,0.7821348901229295
0.0,0.7835018273292516
0.0,0.7856376667141297
0.0,0.7876121315677062
0.0,0.7888936351986331
0.0,0.7898998528643979
0.0,0.7911149081589065
0.0,0.7920167070102995
0.0,0.7929659689591343
0.0,0.7938392899520623
0.0,0.7948265223788504
0.0,0.7956428876548484
0.0,0.7963833119749395
0.0,0.7972661255873559
0.0,0.7978356827566567
1.4666627555659851e-05,0.7984621956428877
1.4666627555659851e-05,0.7990032749537235
1.4666627555659851e-05,0.7994968911671175
1.4666627555659851e-05,0.8002088376287436
1.4666627555659851e-05,0.8007689021785561
2.9333255111319702e-05,0.8014049076842755
2.9333255111319702e-05,0.8020029427120414
2.9333255111319702e-05,0.8027433670321326
2.9333255111319702e-05,0.8033508946793868
2.9333255111319702e-05,0.8040913189994779
2.9333255111319702e-05,0.8046229056908254
