group,support,n_malicious,n_benign,predicted_malicious,false_positives,true_negatives,fpr,recall,detected,missed
Benign,71670,0,71670,868,868.0,70802.0,0.012111064601646435,,,
Goldeneye,21123,21123,0,20839,,,,0.9865549401126734,20839.0,284.0
Hping3,70235,70235,0,8289,,,,0.11801808215277283,8289.0,61946.0
Nmap,8403,8403,0,8375,,,,0.9966678567178389,8375.0,28.0
Slowloris,1990,1990,0,1987,,,,0.9984924623115577,1987.0,3.0
Torshammer,8981,8981,0,8976,,,,0.9994432691237056,8976.0,5.0
